timestamp,temperature,pressure,humidity,rainfall_mm,wind_speed,pressure_drop_5min,pressure_drop_15min,humidity_change_15min,cloud_env_pwv,cloud_env_cloud_base,cloud_env_sat_bt,cloud_env_ctc,cloud_env_radar_dbz,cloud_env_echo_top
20-07-2017 00:10:00,27.824,1008.495,68.151,0.0011,7.384,-0.022,0.264,-1.893,64.487,3006.8,290.964,-0.38343,7.269,3998.1
20-07-2017 00:10:30,27.401,1008.449,68.973,0.0004,5.16,0.205,0.218,-1.071,65.889,2954.9,291.197,0.23104,10.17,3965.8
20-07-2017 00:11:00,27.488,1008.432,70.686,0.0004,6.478,-0.16,0.201,0.642,65.22,2986.9,291.426,-0.08279,12.428,3911.6
20-07-2017 00:11:30,27.115,1008.54,73.147,0.0006,6.998,0.014,0.309,3.103,65.731,2982.8,291.032,0.20385,11.421,3947.2
20-07-2017 00:12:00,27.349,1008.318,69.793,0.0002,5.805,-0.243,0.087,-0.251,65.149,2978.6,291.834,0.3626,9.765,4081.9
20-07-2017 00:12:30,27.513,1008.59,70.887,0.0,6.516,-0.381,0.359,0.843,66.037,3100.1,291.757,-0.25304,11.787,4012.3
20-07-2017 00:13:00,27.211,1008.45,69.84,0.0001,5.411,0.2,0.219,-0.205,65.179,2978.0,291.328,0.06341,10.734,4010.6
20-07-2017 00:13:30,27.593,1008.364,72.913,0.0001,5.588,-0.343,0.133,2.869,63.813,2959.6,291.884,0.30361,12.029,3985.9
20-07-2017 00:14:00,27.362,1008.446,67.379,0.0002,6.231,-0.02,0.215,-2.665,66.162,2961.9,291.935,-0.20892,10.738,3997.4
20-07-2017 00:14:30,27.44,1008.651,70.142,0.0014,6.479,0.117,0.42,0.098,64.242,3052.2,291.466,-0.28499,9.506,3978.5
20-07-2017 00:15:00,27.376,1008.436,67.562,0.0008,6.673,-0.059,0.205,-2.482,66.002,2917.4,291.365,0.35592,9.609,4026.3
20-07-2017 00:15:30,27.99,1008.543,66.24,0.0014,6.942,0.094,0.297,-4.535,64.928,2961.9,292.178,0.17577,10.539,4005.0
20-07-2017 00:16:00,27.537,1008.412,70.446,0.0033,5.96,-0.02,-0.015,1.918,65.941,3072.3,291.716,-0.30049,9.722,3941.4
20-07-2017 00:16:30,27.276,1008.591,70.209,0.0003,6.716,0.051,0.036,2.316,65.908,3012.2,291.577,0.09636,6.279,4012.7
20-07-2017 00:17:00,27.76,1008.582,69.573,0.0001,5.795,0.264,0.412,-0.588,65.344,3009.6,291.909,0.00684,11.542,3877.1
20-07-2017 00:17:30,27.249,1008.722,69.841,0.0004,6.541,0.132,0.282,0.319,65.407,3106.6,291.591,-0.28037,8.91,4020.7
20-07-2017 00:18:00,27.62,1008.479,74.647,0.0011,6.124,0.029,0.042,3.708,65.338,3012.3,291.348,-0.03327,9.666,3929.5
20-07-2017 00:18:30,27.078,1008.58,69.613,0.0003,6.267,0.216,-0.087,-0.267,63.389,2964.6,291.524,0.23164,12.928,3995.2
20-07-2017 00:19:00,27.25,1008.512,70.765,0.0004,6.254,0.066,0.058,0.458,65.095,2985.9,291.812,-0.31085,8.084,3940.3
20-07-2017 00:19:30,27.631,1008.656,69.026,0.0001,5.037,0.005,0.11,1.461,64.107,2943.2,290.902,-0.199,9.739,4000.1
20-07-2017 00:20:00,27.781,1008.414,70.443,0.0003,5.326,-0.022,-0.103,-2.39,65.137,3062.8,291.414,0.50629,10.185,4028.9
20-07-2017 00:20:30,27.639,1008.589,69.643,0.0002,6.062,0.046,0.345,-0.111,64.086,3028.7,291.915,-0.03358,8.083,4075.1
20-07-2017 00:21:00,27.581,1008.477,69.384,0.0002,4.988,0.065,-0.115,-1.662,64.052,3056.2,291.346,0.02446,10.374,3922.9
20-07-2017 00:21:30,27.535,1008.492,72.728,0.0011,6.499,-0.099,-0.034,3.982,66.284,3060.6,291.964,0.28899,12.488,4048.8
20-07-2017 00:22:00,27.254,1008.511,71.766,0.0,6.523,-0.071,-0.05,1.304,65.856,2979.3,291.924,-0.24175,9.016,4006.6
20-07-2017 00:22:30,27.444,1008.53,70.205,0.0018,6.196,-0.192,-0.441,2.159,64.997,2952.8,291.48,-0.29749,11.762,3977.5
20-07-2017 00:23:00,27.523,1008.486,66.544,0.0,5.327,0.007,0.236,-4.134,65.148,2997.4,291.329,-0.03327,8.917,4038.0
20-07-2017 00:23:30,27.902,1008.526,69.458,0.0015,6.828,-0.054,-0.181,-0.008,64.802,2956.4,291.414,0.48497,6.745,3988.2
20-07-2017 00:24:00,27.738,1008.689,74.055,0.0004,7.222,0.177,0.223,4.011,65.456,3008.2,292.299,0.32427,8.565,4035.9
20-07-2017 00:24:30,27.212,1008.618,69.654,0.0006,6.088,-0.038,0.084,-1.393,64.459,3056.6,292.062,-0.38088,7.359,3950.4
20-07-2017 00:25:00,27.747,1008.604,71.655,0.0001,6.306,0.19,0.109,3.504,65.795,2991.6,291.538,-0.37239,9.859,3968.4
20-07-2017 00:25:30,27.57,1008.445,72.163,0.0005,6.121,-0.144,-0.004,3.19,64.798,3007.5,291.318,-0.00125,10.83,4047.2
20-07-2017 00:26:00,27.511,1008.393,70.328,0.0011,6.318,-0.084,-0.039,-0.358,64.664,2995.3,291.535,0.1278,9.504,4074.3
20-07-2017 00:26:30,27.833,1008.615,68.737,0.0001,5.928,0.123,0.075,-4.41,65.017,3040.1,291.573,-0.20406,9.414,3998.2
20-07-2017 00:27:00,27.952,1008.605,66.347,0.0001,5.979,0.094,0.287,-3.446,64.527,2966.6,291.127,-0.02457,12.252,3860.6
20-07-2017 00:27:30,27.927,1008.677,71.026,0.0002,6.543,0.147,0.087,0.14,65.263,2890.2,291.524,0.38486,9.291,3990.0
20-07-2017 00:28:00,27.499,1008.428,68.778,0.0001,7.407,-0.058,-0.022,-1.062,64.57,3023.5,291.897,-0.28191,10.932,4001.6
20-07-2017 00:28:30,27.632,1008.472,70.264,0.0001,5.16,-0.054,0.108,-2.649,65.375,3049.4,290.96,-0.07437,10.094,3988.4
20-07-2017 00:29:00,27.806,1008.303,68.125,0.0006,5.938,-0.386,-0.143,0.746,65.973,3022.3,291.748,0.47612,9.524,4016.8
20-07-2017 00:29:30,27.967,1008.453,69.602,0.0001,5.292,-0.165,-0.198,-0.54,64.425,2968.0,291.912,-0.20807,11.693,3976.2
20-07-2017 00:30:00,27.617,1008.62,70.051,0.0005,6.955,0.016,0.184,2.489,64.896,2943.2,291.332,0.04791,12.006,4041.9
20-07-2017 00:30:30,27.691,1008.444,70.403,0.001,5.647,-0.001,-0.099,4.163,65.369,3024.7,292.008,-0.01947,11.231,3941.7
20-07-2017 00:31:00,27.475,1008.577,68.328,0.0005,5.134,0.184,0.165,-2.118,64.651,3007.1,291.293,-0.18796,10.654,4061.8
20-07-2017 00:31:30,27.452,1008.477,71.795,0.0001,6.383,-0.138,-0.114,1.586,65.371,2993.7,291.632,0.05753,10.289,4077.5
20-07-2017 00:32:00,27.969,1008.539,69.105,0.0004,7.047,-0.066,-0.043,-0.468,65.444,3091.1,291.408,-0.11221,10.2,3954.3
20-07-2017 00:32:30,28.105,1008.362,67.488,0.0003,6.398,-0.315,-0.36,-2.352,65.867,2952.7,291.408,-0.04658,11.017,3954.3
20-07-2017 00:33:00,27.762,1008.51,69.836,0.0002,6.123,0.082,0.031,-4.811,64.515,3088.8,291.315,0.15084,8.301,4020.5
20-07-2017 00:33:30,28.031,1008.141,70.052,0.0002,6.245,-0.331,-0.439,0.439,64.246,3001.6,291.71,0.21992,9.716,3940.6
20-07-2017 00:34:00,27.885,1008.478,70.241,0.0013,6.849,0.175,-0.034,-0.524,64.754,2908.2,291.755,-0.11445,7.297,3975.4
20-07-2017 00:34:30,27.633,1008.304,72.043,0.0007,5.475,-0.149,-0.352,3.017,64.226,2991.0,291.481,-0.33132,10.864,4055.1
20-07-2017 00:35:00,27.899,1008.645,69.645,0.0001,5.933,0.025,0.231,-0.798,65.452,3048.0,291.092,0.07014,10.744,4036.9
20-07-2017 00:35:30,28.193,1008.593,69.821,0.0003,5.728,0.149,0.004,0.178,64.071,2981.7,291.621,0.2673,7.862,4099.0
20-07-2017 00:36:00,27.814,1008.556,68.345,0.0002,5.299,-0.021,0.079,-1.039,66.866,2926.3,291.627,-0.09298,9.273,4008.5
20-07-2017 00:36:30,28.214,1008.683,71.231,0.0019,5.803,0.206,0.191,-1.498,66.037,2991.8,291.435,0.21678,5.738,3969.5
20-07-2017 00:37:00,27.183,1008.386,70.276,0.0019,6.665,-0.153,-0.125,-1.489,65.01,2957.1,292.06,-0.20208,8.719,4002.6
20-07-2017 00:37:30,28.043,1008.71,69.37,0.0002,6.34,0.348,0.18,-0.835,65.694,3024.6,291.031,-0.61268,10.822,3992.5
20-07-2017 00:38:00,27.874,1008.612,67.143,0.0002,6.387,0.102,0.126,0.599,63.691,3038.7,290.835,0.12496,9.0,3993.2
20-07-2017 00:38:30,27.777,1008.472,72.167,0.0005,6.088,0.331,-0.054,2.708,67.019,2947.2,291.281,0.43916,12.611,3998.8
20-07-2017 00:39:00,27.889,1008.636,68.158,0.0003,6.314,0.158,-0.053,-5.896,64.528,2964.7,291.713,-0.04875,10.937,3953.4
20-07-2017 00:39:30,27.37,1008.367,69.113,0.0001,5.52,0.063,-0.251,-0.541,64.904,3037.8,291.183,-0.25371,9.955,4014.1
20-07-2017 00:40:00,27.826,1008.401,70.538,0.0005,5.814,-0.244,-0.203,-1.117,63.515,2957.1,291.206,0.30103,8.153,3929.6
20-07-2017 00:40:30,27.97,1008.427,68.205,0.0002,6.115,-0.166,-0.018,-3.958,65.389,2945.9,291.785,0.21653,8.814,3964.2
20-07-2017 00:41:00,28.265,1008.437,67.76,0.0005,6.167,-0.119,0.044,-2.569,64.115,2941.1,291.639,-0.08609,9.833,3994.1
20-07-2017 00:41:30,27.766,1008.373,66.814,0.0002,6.192,-0.31,-0.242,-1.923,65.081,3017.6,291.613,0.04783,8.005,3887.0
20-07-2017 00:42:00,27.708,1008.647,71.081,0.0006,5.917,0.261,0.042,4.734,64.565,3015.5,291.734,-0.12034,8.768,4038.4
20-07-2017 00:42:30,27.784,1008.469,69.182,0.0006,5.774,-0.241,-0.208,-1.844,64.138,2965.8,291.372,-0.17406,7.628,3897.3
20-07-2017 00:43:00,28.153,1008.542,74.391,0.0004,7.895,-0.07,0.114,5.613,64.357,3000.3,291.386,0.18525,9.359,4033.5
20-07-2017 00:43:30,28.007,1008.432,68.508,0.0006,6.544,-0.04,-0.04,-1.756,65.181,3076.4,291.743,-0.14489,11.161,3935.4
20-07-2017 00:44:00,27.806,1008.282,68.618,0.0003,6.248,-0.354,-0.021,0.493,63.975,2951.3,291.097,-0.44287,10.593,3979.8
20-07-2017 00:44:30,28.067,1008.532,69.152,0.0001,5.86,0.165,0.079,-0.45,64.401,2902.4,290.857,0.13674,9.836,4026.0
20-07-2017 00:45:00,27.978,1008.271,70.365,0.0001,5.729,-0.13,-0.349,0.314,65.531,3022.8,291.37,0.46104,10.432,4109.9
20-07-2017 00:45:30,28.196,1008.492,69.295,0.0001,5.922,0.065,0.048,-1.108,67.082,2994.5,291.779,0.10333,11.135,4005.8
20-07-2017 00:46:00,27.793,1008.336,70.918,0.0,6.176,-0.101,-0.241,2.591,65.382,2964.5,291.577,-0.01104,10.822,3900.9
20-07-2017 00:46:30,27.886,1008.738,68.532,0.0006,4.872,0.365,0.261,-3.263,64.266,3032.6,291.757,-0.34078,10.364,4047.7
20-07-2017 00:47:00,27.885,1008.609,67.928,0.0002,5.058,-0.038,0.07,-1.177,64.706,3042.0,290.895,-0.08127,7.6,3988.4
20-07-2017 00:47:30,27.617,1008.513,67.303,0.0,5.618,0.044,0.151,-0.186,65.025,2889.6,291.595,0.40052,9.086,4003.5
20-07-2017 00:48:00,28.071,1008.652,66.665,0.0009,6.124,0.11,0.142,-3.172,64.72,2967.4,291.696,-0.24994,10.788,4027.9
20-07-2017 00:48:30,28.063,1008.398,69.223,0.0006,5.856,-0.034,0.257,-0.829,65.722,3115.9,291.095,0.03123,10.986,3888.7
20-07-2017 00:49:00,28.013,1008.565,69.549,0.0003,6.887,0.283,0.087,-0.692,65.174,3029.2,291.759,0.18589,11.008,4000.3
20-07-2017 00:49:30,27.953,1008.524,69.053,0.0001,5.111,-0.008,0.22,-2.99,65.726,3033.8,291.467,0.33139,9.715,3979.5
20-07-2017 00:50:00,27.673,1008.532,71.865,0.0001,5.549,0.261,-0.113,2.22,64.748,3058.6,292.421,-0.30986,10.811,4061.1
20-07-2017 00:50:30,27.921,1008.653,71.842,0.0003,6.912,0.161,0.06,2.021,66.06,3000.9,290.847,-0.25533,13.02,4036.4
20-07-2017 00:51:00,27.956,1008.588,69.498,0.0011,6.079,0.252,0.032,1.153,64.867,3039.8,291.911,0.26746,10.786,3918.6
20-07-2017 00:51:30,27.841,1008.535,67.309,0.0001,6.531,-0.203,-0.148,-3.922,64.223,3035.9,291.382,-0.44794,7.673,4063.1
20-07-2017 00:52:00,28.016,1008.301,69.15,0.0004,7.231,-0.308,-0.085,-1.127,66.742,3027.0,291.015,-0.01992,9.14,4022.5
20-07-2017 00:52:30,28.157,1008.385,69.1,0.0016,5.584,-0.128,-0.325,-0.27,63.54,2983.9,291.342,0.28419,11.649,3922.6
20-07-2017 00:53:00,28.542,1008.485,69.014,0.0005,5.94,-0.167,-0.127,1.871,64.409,3008.6,291.583,0.23466,7.334,4002.8
20-07-2017 00:53:30,28.114,1008.511,68.953,0.0003,5.837,0.113,0.039,-3.213,64.498,2970.6,291.811,0.21667,8.747,4051.7
20-07-2017 00:54:00,28.15,1008.364,69.02,0.0006,4.827,-0.201,-0.272,0.861,67.007,3000.6,292.017,0.05766,8.888,3939.3
20-07-2017 00:54:30,28.067,1008.789,69.42,0.0009,5.814,0.265,0.422,0.307,66.445,2941.6,291.927,-0.4031,9.753,4068.9
20-07-2017 00:55:00,27.62,1008.682,69.047,0.0004,6.529,0.15,0.281,-1.491,66.195,2960.5,291.21,-0.04376,11.659,3924.4
20-07-2017 00:55:30,28.094,1008.572,70.312,0.001,6.324,-0.081,0.145,2.107,64.735,2985.9,291.839,0.2035,9.678,3960.4
20-07-2017 00:56:00,28.13,1008.509,70.541,0.0004,6.371,-0.079,0.072,2.781,66.941,2952.8,291.617,-0.26772,10.307,3952.9
20-07-2017 00:56:30,28.731,1008.475,68.634,0.0009,5.775,-0.06,0.102,1.82,65.295,2974.7,291.304,-0.09048,8.758,4068.8
20-07-2017 00:57:00,28.082,1008.386,71.907,0.0015,5.606,0.085,-0.261,0.825,65.782,2991.8,291.436,-0.00829,10.541,3975.4
20-07-2017 00:57:30,28.205,1008.509,68.53,0.0003,6.762,0.124,0.04,-0.652,65.144,3020.1,291.287,0.03735,7.694,3941.9
20-07-2017 00:58:00,28.136,1008.531,67.573,0.0005,5.702,0.046,-0.011,-6.818,64.96,3047.5,291.511,-0.00297,11.76,4022.3
20-07-2017 00:58:30,27.852,1008.351,70.571,0.0005,6.176,-0.16,-0.081,2.063,64.799,2976.8,291.281,-0.15976,8.65,4033.1
20-07-2017 00:59:00,28.445,1008.54,68.774,0.0008,6.098,0.176,0.258,0.156,64.832,3066.8,291.192,0.18132,7.682,4033.4
20-07-2017 00:59:30,28.347,1008.481,70.482,0.0009,6.877,-0.308,-0.051,1.33,65.487,3046.9,291.644,0.22295,10.74,3986.4
20-07-2017 01:00:00,28.372,1008.254,68.983,0.0,8.315,-0.428,-0.017,-1.382,65.294,3154.6,291.638,-0.12556,8.575,4012.7
20-07-2017 01:00:30,27.947,1008.38,74.677,0.0007,6.955,-0.192,-0.112,5.382,64.975,3137.1,291.393,0.11084,9.709,3967.5
20-07-2017 01:01:00,28.54,1008.433,73.597,0.0008,7.02,-0.076,0.097,2.678,66.208,3145.4,291.859,-0.01093,10.71,4083.7
20-07-2017 01:01:30,27.839,1008.709,70.337,0.0006,8.079,0.234,-0.029,1.805,62.627,3188.8,291.371,-0.25056,10.045,4057.2
20-07-2017 01:02:00,28.351,1008.55,70.37,0.0006,7.693,0.164,-0.059,2.442,65.408,3190.6,291.358,0.13814,12.559,4054.1
20-07-2017 01:02:30,28.751,1008.323,75.097,0.0,7.459,-0.186,-0.19,7.794,65.574,3196.2,291.647,0.02555,10.459,4039.7
20-07-2017 01:03:00,27.971,1008.541,71.482,0.0003,8.341,0.01,-0.111,4.817,65.918,3131.5,291.409,-0.08635,10.003,4026.0
20-07-2017 01:03:30,28.077,1008.297,71.337,0.0009,7.845,-0.054,-0.101,2.114,64.948,3157.2,291.474,-0.3582,5.707,3937.8
20-07-2017 01:04:00,28.259,1008.613,69.189,0.0014,7.764,0.073,0.048,-0.359,65.166,3196.6,290.693,-0.01021,9.533,4031.7
20-07-2017 01:04:30,28.108,1008.426,72.062,0.0001,8.2,-0.055,-0.098,3.009,65.789,3098.2,291.454,0.10399,8.828,4005.7
20-07-2017 01:05:00,27.861,1008.472,72.247,0.0004,7.507,0.218,-0.06,0.382,66.193,3113.5,290.901,-0.18565,8.367,4063.2
20-07-2017 01:05:30,28.266,1008.642,73.661,0.0008,8.673,0.262,-0.011,1.819,64.76,3130.2,291.083,0.07378,9.322,4040.4
20-07-2017 01:06:00,27.998,1008.329,70.49,0.0007,7.259,-0.104,-0.259,0.992,65.214,3174.4,291.048,0.02676,9.613,4027.5
20-07-2017 01:06:30,28.382,1008.315,70.308,0.0005,8.126,-0.394,-0.22,2.999,66.343,3175.2,291.136,0.11797,10.455,3915.8
20-07-2017 01:07:00,28.049,1008.413,73.265,0.0,8.592,-0.137,0.112,4.115,63.301,3117.9,291.284,0.08341,11.047,3995.5
20-07-2017 01:07:30,28.666,1008.608,74.098,0.0006,6.906,0.285,0.223,4.998,64.448,3054.0,291.303,0.18197,9.132,3972.1
20-07-2017 01:08:00,28.098,1008.301,70.231,0.0007,7.526,-0.24,-0.184,1.217,66.173,3141.7,291.648,0.10633,11.047,4012.6
20-07-2017 01:08:30,28.213,1008.143,74.21,0.0006,8.417,-0.154,-0.368,5.257,65.874,3083.5,291.516,-0.3848,12.466,3979.2
20-07-2017 01:09:00,28.512,1008.429,72.645,0.0007,8.426,-0.184,0.065,3.625,65.418,3054.9,290.879,-0.02086,11.905,3986.2
20-07-2017 01:09:30,28.001,1008.549,74.226,0.0003,7.629,0.123,-0.24,4.806,64.641,3066.2,291.474,0.3329,11.729,4023.0
20-07-2017 01:10:00,28.38,1008.627,72.483,0.0025,7.291,0.155,-0.055,3.436,64.295,3145.7,291.544,-0.06178,9.665,3978.4
20-07-2017 01:10:30,28.65,1008.427,68.805,0.0007,8.306,-0.215,-0.145,-1.508,64.527,3197.5,291.35,-0.05687,10.929,4006.1
20-07-2017 01:11:00,27.936,1008.434,72.36,0.0004,8.442,0.105,-0.075,1.82,66.238,3131.4,291.431,0.07783,8.868,3924.0
20-07-2017 01:11:30,28.384,1008.621,74.178,0.0014,7.033,0.306,0.146,5.544,64.497,3140.0,291.506,0.12382,8.569,3958.4
20-07-2017 01:12:00,28.418,1008.259,71.248,0.0012,7.01,-0.154,-0.127,-0.659,65.081,3188.6,291.678,-0.26478,11.082,4032.8
20-07-2017 01:12:30,28.549,1008.436,72.006,0.0008,7.867,-0.172,-0.073,3.476,64.397,3052.2,290.976,-0.15134,10.801,3938.5
20-07-2017 01:13:00,28.059,1008.506,72.324,0.0004,8.11,0.205,-0.025,4.751,65.674,3155.4,291.376,0.46248,7.809,4062.3
20-07-2017 01:13:30,28.038,1008.537,68.239,0.0004,7.553,0.394,0.186,-2.332,64.569,3128.8,291.901,0.24915,7.621,4048.7
20-07-2017 01:14:00,28.514,1008.422,75.095,0.0002,8.14,-0.007,-0.118,6.321,64.922,3157.7,291.874,-0.09861,9.336,3986.6
20-07-2017 01:14:30,28.458,1008.487,71.236,0.0001,7.306,-0.062,0.006,0.754,63.653,3105.2,291.704,-0.13198,11.211,4149.9
20-07-2017 01:15:00,28.461,1008.184,73.347,0.0004,6.463,-0.443,-0.07,4.364,63.709,3088.5,291.61,0.12055,7.488,4062.2
20-07-2017 01:15:30,28.485,1008.404,72.458,0.0004,7.478,-0.023,0.024,-2.219,65.006,3136.4,291.945,0.20715,8.088,3952.5
20-07-2017 01:16:00,28.243,1008.537,74.475,0.0001,7.77,0.103,0.104,0.878,63.94,3211.9,292.024,-0.26756,11.09,4037.3
20-07-2017 01:16:30,28.471,1008.365,73.197,0.0013,7.567,-0.256,-0.344,2.86,66.684,3172.5,291.41,-0.43309,10.214,4003.3
20-07-2017 01:17:00,28.502,1008.49,72.236,0.0004,7.037,0.231,-0.06,1.866,63.351,3104.0,291.158,-0.02118,9.948,3961.2
20-07-2017 01:17:30,28.25,1008.537,71.248,0.0004,6.643,0.101,0.214,-3.849,64.36,3062.4,291.368,0.60992,6.965,3946.5
20-07-2017 01:18:00,28.91,1008.442,73.785,0.0003,7.424,-0.064,-0.099,2.303,65.013,3045.3,292.378,-0.19486,8.878,4049.7
20-07-2017 01:18:30,28.562,1008.503,69.778,0.0,8.271,-0.034,0.206,-1.559,64.708,3195.2,290.978,-0.53509,11.56,3970.1
20-07-2017 01:19:00,28.161,1008.367,73.557,0.0011,8.486,-0.055,-0.246,4.368,64.117,3081.7,291.308,0.0235,8.063,3994.9
20-07-2017 01:19:30,28.623,1008.458,70.94,0.0002,8.445,-0.029,0.032,-1.122,64.234,3113.1,291.025,0.0893,11.205,3953.9
20-07-2017 01:20:00,28.23,1008.556,74.467,0.0005,7.243,0.372,0.084,2.22,64.207,3195.5,291.486,0.0315,8.248,3962.6
20-07-2017 01:20:30,28.671,1008.502,72.83,0.0005,7.04,0.098,-0.14,-0.831,64.771,3048.7,291.088,-0.03503,10.961,3993.7
20-07-2017 01:21:00,28.778,1008.413,73.554,0.0004,8.03,-0.124,0.084,3.065,66.562,3204.0,291.416,-0.11211,10.18,4019.4
20-07-2017 01:21:30,28.284,1008.51,72.711,0.0004,8.113,0.145,0.195,2.403,65.062,3116.7,290.864,0.10896,8.626,3870.6
20-07-2017 01:22:00,28.745,1008.569,69.96,0.0001,7.972,0.079,0.156,-3.305,65.946,3072.0,291.634,0.47587,9.453,4000.8
20-07-2017 01:22:30,28.607,1008.237,71.297,0.0002,6.524,-0.3,-0.371,-2.801,65.406,3117.0,291.816,-0.15023,10.474,3962.7
20-07-2017 01:23:00,28.725,1008.622,73.597,0.0004,7.212,0.18,0.321,3.365,65.891,3093.3,291.334,-0.20362,9.592,4070.1
20-07-2017 01:23:30,28.993,1008.443,72.838,0.0008,7.714,-0.06,0.3,-1.372,62.76,3151.5,291.408,0.03308,12.058,4147.1
20-07-2017 01:24:00,28.473,1008.534,74.36,0.0003,8.024,0.167,0.105,1.715,64.756,3097.0,291.4,0.04741,12.317,3982.0
20-07-2017 01:24:30,28.346,1008.627,73.193,0.0001,8.192,0.169,0.078,-1.033,66.046,3033.8,291.503,0.01879,10.217,3913.9
20-07-2017 01:25:00,28.327,1008.318,71.138,0.0,7.819,-0.238,-0.309,-1.345,64.543,3118.4,291.437,0.08808,8.981,4005.8
20-07-2017 01:25:30,28.345,1008.398,71.394,0.0005,7.931,-0.104,-0.029,2.589,66.41,3061.6,291.679,0.19068,8.036,3989.7
20-07-2017 01:26:00,28.545,1008.448,72.743,0.0003,7.783,0.035,0.014,0.382,66.187,3139.6,291.819,-0.23733,8.197,4098.6
20-07-2017 01:26:30,28.65,1008.389,69.117,0.0001,8.143,-0.121,-0.232,-5.061,64.625,3070.1,291.205,-0.23136,12.087,4083.3
20-07-2017 01:27:00,28.649,1008.691,75.098,0.0006,7.92,0.122,0.432,3.851,64.597,3105.0,291.356,0.25735,10.02,4043.3
20-07-2017 01:27:30,28.786,1008.38,73.251,0.0001,7.771,0.143,-0.056,1.245,64.189,3138.5,291.719,-0.16685,9.994,3970.7
20-07-2017 01:28:00,28.598,1008.416,74.429,0.0004,7.571,-0.206,-0.09,2.105,64.496,3118.8,291.022,-0.43085,9.379,4033.9
20-07-2017 01:28:30,28.958,1008.507,70.217,0.0002,7.781,0.064,-0.03,1.978,64.014,3141.9,290.858,0.2472,11.964,4013.3
20-07-2017 01:29:00,28.544,1008.339,74.455,0.0013,8.023,-0.195,-0.083,-0.64,65.343,3163.4,291.517,0.37006,11.442,4012.1
20-07-2017 01:29:30,29.29,1008.435,75.935,0.0001,7.893,-0.192,-0.052,4.699,63.835,3071.5,291.598,-0.14229,10.935,3922.1
20-07-2017 01:30:00,28.782,1008.521,70.607,0.0003,7.961,0.203,0.337,-2.74,65.483,3126.2,291.232,-0.16125,5.822,4053.1
